GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021400003,140,203026,Tiffany Hayes,1611661330,Atlanta Dream,2,6,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,9.0,1,1,20140516,ATL,SAN,2014,1021400003140,8200,validated,201881,1,matched,playbyplayv2,1611661319,100812|101023|201492|201881|203026,complete,playbyplay_inferred,100937|202634|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021400032,51,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,4,57,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,0.0,36.0,1,0,20140601,CON,ATL,2014,102140003251,3030,validated,,0,matched,playbyplayv2,1611661323,100721|100812|101023|203026|203830,complete,playbyplay_inferred,100666|202255|203402|203410|203823,complete,playbyplay_inferred
Shot Chart Detail,1021400032,56,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,4,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,23.0,75.0,1,0,20140601,CON,ATL,2014,102140003256,3250,validated,,0,matched,playbyplayv2,1611661323,100721|100812|101023|203026|203830,complete,playbyplay_inferred,100666|202255|203402|203410|203823,complete,playbyplay_inferred
Shot Chart Detail,1021400032,58,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,4,33,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,1.0,1,1,20140601,CON,ATL,2014,102140003258,3270,validated,,0,matched,playbyplayv2,1611661323,100721|100812|101023|203026|203830,complete,playbyplay_inferred,100666|202255|203402|203410|203823,complete,playbyplay_inferred
Shot Chart Detail,1021400032,224,203026,Tiffany Hayes,1611661330,Atlanta Dream,2,4,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,7.0,1,1,20140601,CON,ATL,2014,1021400032224,9400,validated,101023,1,matched,playbyplayv2,1611661323,100812|101023|201492|202269|203026,complete,playbyplay_inferred,202255|203402|203410|203823|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400032,260,203026,Tiffany Hayes,1611661330,Atlanta Dream,2,2,19,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,86.0,134.0,1,0,20140601,CON,ATL,2014,1021400032260,10610,validated,,0,matched,playbyplayv2,1611661323,100812|202269|202662|203026|203830,complete,playbyplay_inferred,100666|201904|202653|203408|203823,complete,playbyplay_inferred
Shot Chart Detail,1021400032,319,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,7,36,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-16.0,34.0,1,0,20140601,CON,ATL,2014,1021400032319,13440,validated,,0,matched,playbyplayv2,1611661323,100812|101023|201881|202662|203026,complete,playbyplay_inferred,100666|203402|203410|203823|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400032,334,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,5,58,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,-54.0,23.0,1,0,20140601,CON,ATL,2014,1021400032334,14420,validated,,0,matched,playbyplayv2,1611661323,100812|101023|202269|202662|203026,complete,playbyplay_inferred,100666|202653|203410|203823|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400032,338,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,5,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29.0,-108.0,272.0,1,0,20140601,CON,ATL,2014,1021400032338,14830,validated,,0,matched,playbyplayv2,1611661323,100812|202269|202623|202662|203026,complete,playbyplay_inferred,100666|202653|203410|203823|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400032,499,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,5,19,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,-64.0,33.0,1,0,20140601,CON,ATL,2014,1021400032499,20810,validated,,0,matched,playbyplayv2,1611661323,101023|201492|201881|202623|203026,complete,playbyplay_inferred,100666|202255|202653|203402|203410,complete,playbyplay_inferred
Shot Chart Detail,1021400032,533,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,2,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,0.0,1,1,20140601,CON,ATL,2014,1021400032533,22250,validated,,0,matched,playbyplayv2,1611661323,101023|201881|202623|203026|203830,complete,playbyplay_inferred,100666|202255|203402|203410|203823,complete,playbyplay_inferred
Shot Chart Detail,1021400032,564,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,0,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-8.0,9.0,1,1,20140601,CON,ATL,2014,1021400032564,23560,validated,201881,1,matched,playbyplayv2,1611661323,101023|201881|202623|203026|203830,complete,playbyplay_inferred,201904|202653|203020|203408|203826,complete,playbyplay_inferred
Shot Chart Detail,1021400036,135,203026,Tiffany Hayes,1611661330,Atlanta Dream,2,7,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22.0,143.0,172.0,1,0,20140603,ATL,LAS,2014,1021400036135,7280,validated,,0,matched,playbyplayv2,1611661320,100812|101023|201492|203026|203830,complete,playbyplay_inferred,100949|201048|201911|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021400036,247,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,8,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,204.0,14.0,1,0,20140603,ATL,LAS,2014,1021400036247,12720,validated,,0,matched,playbyplayv2,1611661320,100812|101023|201881|202662|203026,complete,playbyplay_inferred,100949|201046|201496|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021400036,252,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,8,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23.0,-87.0,219.0,1,1,20140603,ATL,LAS,2014,1021400036252,13180,validated,101023,1,matched,playbyplayv2,1611661320,100812|101023|201881|202662|203026,complete,playbyplay_inferred,100949|201046|201496|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021400036,290,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,4,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,7.0,25.0,1,1,20140603,ATL,LAS,2014,1021400036290,15330,validated,101023,1,matched,playbyplayv2,1611661320,100812|101023|201881|203026|203830,complete,playbyplay_inferred,100949|201046|201048|201496|202650,complete,playbyplay_inferred
Shot Chart Detail,1021400036,412,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,4,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23.0,-152.0,179.0,1,0,20140603,ATL,LAS,2014,1021400036412,21030,validated,,0,matched,playbyplayv2,1611661320,100721|100812|101023|203026|203830,complete,playbyplay_inferred,201046|201048|201496|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021400044,95,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,2,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-98.0,220.0,1,1,20140607,ATL,CHI,2014,102140004495,4710,validated,203830,1,matched,playbyplayv2,1611661329,101023|202623|203026|203820|203830,complete,playbyplay_inferred,201516|203067|203399|203451|203857,complete,playbyplay_inferred
Shot Chart Detail,1021400044,115,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,0,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17.0,170.0,17.0,1,0,20140607,ATL,CHI,2014,1021400044115,5770,validated,,0,matched,playbyplayv2,1611661329,101023|202623|203026|203820|203830,complete,playbyplay_inferred,201516|202638|203451|203832|203857,complete,playbyplay_inferred
Shot Chart Detail,1021400044,537,203026,Tiffany Hayes,1611661330,Atlanta Dream,2,9,31,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10.0,-52.0,90.0,1,0,20140607,ATL,CHI,2014,1021400044537,6290,validated,,0,matched,playbyplayv2,1611661329,101023|201881|202623|203026|203820,complete,playbyplay_inferred,201477|201516|202638|202664|203832,complete,playbyplay_inferred
Shot Chart Detail,1021400044,188,203026,Tiffany Hayes,1611661330,Atlanta Dream,2,5,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13.0,129.0,36.0,1,0,20140607,ATL,CHI,2014,1021400044188,8560,validated,,0,matched,playbyplayv2,1611661329,100812|101023|201881|202662|203026,complete,playbyplay_inferred,201477|201516|203399|203832|203857,complete,playbyplay_inferred
Shot Chart Detail,1021400044,276,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,8,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23.0,190.0,140.0,1,1,20140607,ATL,CHI,2014,1021400044276,13000,validated,,0,matched,playbyplayv2,1611661329,100812|101023|201881|202662|203026,complete,playbyplay_inferred,201477|202638|202664|203067|203399,complete,playbyplay_inferred
Shot Chart Detail,1021400044,374,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,0,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22.0,152.0,170.0,1,0,20140607,ATL,CHI,2014,1021400044374,17600,validated,,0,matched,playbyplayv2,1611661329,100721|203026|203814|203820|203830,complete,playbyplay_inferred,201477|202259|202638|202664|203399,complete,playbyplay_inferred
Shot Chart Detail,1021400044,390,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,9,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,9.0,12.0,1,0,20140607,ATL,CHI,2014,1021400044390,18390,validated,,0,matched,playbyplayv2,1611661329,100721|203026|203814|203820|203830,complete,playbyplay_inferred,201477|202259|202638|202664|203399,complete,playbyplay_inferred
Shot Chart Detail,1021400044,430,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,6,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23.0,-78.0,220.0,1,1,20140607,ATL,CHI,2014,1021400044430,20000,validated,,0,matched,playbyplayv2,1611661329,100721|100812|201881|203026|203820,complete,playbyplay_inferred,201477|202259|203067|203399|203857,complete,playbyplay_inferred
Shot Chart Detail,1021400044,433,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,6,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-147.0,33.0,1,0,20140607,ATL,CHI,2014,1021400044433,20220,validated,,0,matched,playbyplayv2,1611661329,100721|100812|201881|203026|203820,complete,playbyplay_inferred,201477|202259|203067|203399|203857,complete,playbyplay_inferred
Shot Chart Detail,1021400055,2,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,9,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22.0,140.0,181.0,1,0,20140613,ATL,MIN,2014,10214000552,230,validated,,0,matched,playbyplayv2,1611661324,100812|101023|201881|202662|203026,complete,playbyplay_inferred,100915|101019|200671|202632|203024,complete,playbyplay_inferred
Shot Chart Detail,1021400055,40,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,5,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,26.0,12.0,1,0,20140613,ATL,MIN,2014,102140005540,2810,validated,,0,matched,playbyplayv2,1611661324,100812|101023|201881|202662|203026,complete,playbyplay_inferred,101020|200671|203016|203024|203409,complete,playbyplay_inferred
Shot Chart Detail,1021400055,53,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,3,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,0.0,88.0,1,0,20140613,ATL,MIN,2014,102140005553,3680,validated,,0,matched,playbyplayv2,1611661324,100812|101023|201881|202662|203026,complete,playbyplay_inferred,101020|200671|203016|203024|203409,complete,playbyplay_inferred
Shot Chart Detail,1021400055,63,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,2,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,13.0,3.0,1,1,20140613,ATL,MIN,2014,102140005563,4470,validated,,0,matched,playbyplayv2,1611661324,100812|101023|201881|202662|203026,complete,playbyplay_inferred,101020|200671|203016|203024|203409,complete,playbyplay_inferred
Shot Chart Detail,1021400055,134,203026,Tiffany Hayes,1611661330,Atlanta Dream,2,6,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23.0,-101.0,217.0,1,1,20140613,ATL,MIN,2014,1021400055134,8120,validated,203820,1,matched,playbyplayv2,1611661324,100721|100812|201881|203026|203820,complete,playbyplay_inferred,100915|101019|200671|202632|203024,complete,playbyplay_inferred
Shot Chart Detail,1021400055,244,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,9,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23.0,-169.0,167.0,1,1,20140613,ATL,MIN,2014,1021400055244,12280,validated,201881,1,matched,playbyplayv2,1611661324,100812|101023|201881|202662|203026,complete,playbyplay_inferred,100915|101019|200671|202632|203024,complete,playbyplay_inferred
Shot Chart Detail,1021400055,307,203026,Tiffany Hayes,1611661330,Atlanta Dream,3,3,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-16.0,9.0,1,1,20140613,ATL,MIN,2014,1021400055307,16130,validated,201881,1,matched,playbyplayv2,1611661324,100721|100812|201881|203026|203820,complete,playbyplay_inferred,100915|101020|200671|202632|203024,complete,playbyplay_inferred
Shot Chart Detail,1021400055,432,203026,Tiffany Hayes,1611661330,Atlanta Dream,4,4,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-160.0,181.0,1,1,20140613,ATL,MIN,2014,1021400055432,21100,validated,202662,1,matched,playbyplayv2,1611661324,100812|101023|201881|202662|203026,complete,playbyplay_inferred,100915|101019|200671|202632|203834,complete,playbyplay_inferred
Shot Chart Detail,1021400062,41,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,5,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23.0,-147.0,184.0,1,0,20140615,WAS,ATL,2014,102140006241,2570,validated,,0,matched,playbyplayv2,1611661322,100812|101023|202662|203026|203820,complete,playbyplay_inferred,200673|201056|201913|203416|203829,complete,playbyplay_inferred
Shot Chart Detail,1021400062,48,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,4,59,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-49.0,37.0,1,1,20140615,WAS,ATL,2014,102140006248,3010,validated,,0,matched,playbyplayv2,1611661322,100812|101023|201881|202662|203026,complete,playbyplay_inferred,200673|201056|201913|203416|203829,complete,playbyplay_inferred
Shot Chart Detail,1021400062,60,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-7.0,-2.0,1,1,20140615,WAS,ATL,2014,102140006260,3560,validated,202662,1,matched,playbyplayv2,1611661322,100812|101023|201881|202662|203026,complete,playbyplay_inferred,200673|201056|201913|203416|203829,complete,playbyplay_inferred
Shot Chart Detail,1021400062,66,203026,Tiffany Hayes,1611661330,Atlanta Dream,1,3,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14.0,0.0,149.0,1,0,20140615,WAS,ATL,2014,102140006266,4050,validated,,0,matched,playbyplayv2,1611661322,100812|101023|201881|203026|203830,complete,playbyplay_inferred,200673|201056|201913|203416|203829,complete,playbyplay_inferred
