GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021300012,179,203414,Nadirah McKenith,1611661322,Washington Mystics,2,5,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-187,7,1,0,20130602,WAS,ATL,2013,1021300012179,8950,validated,,0,matched,playbyplayv2,1611661330,100729|201056|203401|203414|203416,complete,playbyplay_inferred,100973|201881|202623|202662|203026,complete,playbyplay_inferred
Shot Chart Detail,1021300060,423,203414,Nadirah McKenith,1611661322,Washington Mystics,4,8,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,62,239,1,0,20130630,WAS,TUL,2013,1021300060423,18940,validated,,0,matched,playbyplayv2,1611661321,201913|203401|203414|203416|203437,complete,playbyplay_inferred,101033|101080|202633|203029|203426,complete,playbyplay_inferred
Shot Chart Detail,1021300060,469,203414,Nadirah McKenith,1611661322,Washington Mystics,4,4,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,0,20130630,WAS,TUL,2013,1021300060469,21090,validated,,0,matched,playbyplayv2,1611661321,201913|203401|203414|203416|203437,complete,playbyplay_inferred,101033|101080|201499|201907|203400,complete,playbyplay_inferred
Shot Chart Detail,1021300060,484,203414,Nadirah McKenith,1611661322,Washington Mystics,4,3,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,209,121,1,1,20130630,WAS,TUL,2013,1021300060484,21760,validated,203437,1,matched,playbyplayv2,1611661321,101042|201913|203401|203414|203437,complete,playbyplay_inferred,101080|201499|201907|203029|203400,complete,playbyplay_inferred
Shot Chart Detail,1021300069,119,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,140,228,1,1,20130706,WAS,SEA,2013,1021300069119,5800,validated,203401,1,matched,playbyplayv2,1611661328,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100556|101030|201049|203015|203403,complete,playbyplay_inferred
Shot Chart Detail,1021300069,172,203414,Nadirah McKenith,1611661322,Washington Mystics,2,5,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-101,213,1,0,20130706,WAS,SEA,2013,1021300069172,8870,validated,,0,matched,playbyplayv2,1611661328,100729|200673|201518|203401|203414,complete,playbyplay_inferred,100076|101024|101030|201067|203015,complete,playbyplay_inferred
Shot Chart Detail,1021300079,106,203414,Nadirah McKenith,1611661322,Washington Mystics,2,9,26,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,6,1,0,20130712,SAN,WAS,2013,1021300079106,6340,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100937|202251|202634|202658|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300079,149,203414,Nadirah McKenith,1611661322,Washington Mystics,2,5,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-24,160,1,1,20130712,SAN,WAS,2013,1021300079149,8450,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100937|101049|202251|202658|203018,complete,playbyplay_inferred
Shot Chart Detail,1021300079,308,203414,Nadirah McKenith,1611661322,Washington Mystics,3,2,7,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-32,110,1,1,20130712,SAN,WAS,2013,1021300079308,16730,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100952|202251|202634|202658|203018,complete,playbyplay_inferred
Shot Chart Detail,1021300079,321,203414,Nadirah McKenith,1611661322,Washington Mystics,3,1,23,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,0,1,0,20130712,SAN,WAS,2013,1021300079321,17170,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100937|100952|101049|202634|202658,complete,playbyplay_inferred
Shot Chart Detail,1021300079,350,203414,Nadirah McKenith,1611661322,Washington Mystics,4,8,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,2,159,1,1,20130712,SAN,WAS,2013,1021300079350,18950,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100937|100952|101049|202634|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300085,95,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,58,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,1,1,1,20130716,WAS,SAN,2013,102130008595,5420,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100396|100937|101049|202658|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300085,133,203414,Nadirah McKenith,1611661322,Washington Mystics,2,6,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,182,156,1,1,20130716,WAS,SAN,2013,1021300085133,7930,validated,203401,1,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100937|202634|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300085,136,203414,Nadirah McKenith,1611661322,Washington Mystics,2,6,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,0,20130716,WAS,SAN,2013,1021300085136,8230,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100937|202634|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300085,272,203414,Nadirah McKenith,1611661322,Washington Mystics,3,3,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,53,1,0,20130716,WAS,SAN,2013,1021300085272,15770,validated,,0,matched,playbyplayv2,1611661319,201492|201518|201913|203414|203437,complete,playbyplay_inferred,100396|100937|100952|202634|202658,complete,playbyplay_inferred
Shot Chart Detail,1021300085,275,203414,Nadirah McKenith,1611661322,Washington Mystics,3,3,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-210,11,1,1,20130716,WAS,SAN,2013,1021300085275,16090,validated,201913,1,matched,playbyplayv2,1611661319,201492|201518|201913|203414|203437,complete,playbyplay_inferred,100396|100937|100952|202634|202658,complete,playbyplay_inferred
Shot Chart Detail,1021300085,298,203414,Nadirah McKenith,1611661322,Washington Mystics,3,0,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,181,162,1,0,20130716,WAS,SAN,2013,1021300085298,17570,validated,,0,matched,playbyplayv2,1611661319,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100937|202251|202634|203018|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300085,406,203414,Nadirah McKenith,1611661322,Washington Mystics,4,2,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,0,1,1,20130716,WAS,SAN,2013,1021300085406,22440,validated,,0,matched,playbyplayv2,1611661319,201895|203401|203414|203416|203437,complete,playbyplay_inferred,100937|101049|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300085,442,203414,Nadirah McKenith,1611661322,Washington Mystics,4,0,16,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-79,115,1,0,20130716,WAS,SAN,2013,1021300085442,23840,validated,,0,matched,playbyplayv2,1611661319,201895|203401|203414|203416|203437,complete,playbyplay_inferred,100937|101049|203018|203405|203413,complete,playbyplay_inferred
Shot Chart Detail,1021300090,142,203414,Nadirah McKenith,1611661322,Washington Mystics,2,6,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,-21,1,1,20130719,IND,WAS,2013,1021300090142,8150,validated,,0,matched,playbyplayv2,1611661325,100729|203401|203414|203416|203437,complete,playbyplay_inferred,100646|201896|201919|202640|203418,complete,playbyplay_inferred
Shot Chart Detail,1021300096,192,203414,Nadirah McKenith,1611661322,Washington Mystics,2,2,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-174,91,1,0,20130721,WAS,IND,2013,1021300096192,10290,validated,,0,matched,playbyplayv2,1611661325,201056|201518|203401|203414|203416,complete,playbyplay_inferred,100646|201503|201896|202640|203406,complete,playbyplay_inferred
Shot Chart Detail,1021300096,195,203414,Nadirah McKenith,1611661322,Washington Mystics,2,2,9,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,19,1,0,20130721,WAS,IND,2013,1021300096195,10710,validated,,0,matched,playbyplayv2,1611661325,201056|201518|203401|203414|203416,complete,playbyplay_inferred,100646|201503|201896|202640|203406,complete,playbyplay_inferred
Shot Chart Detail,1021300096,299,203414,Nadirah McKenith,1611661322,Washington Mystics,3,3,56,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,30,1,1,20130721,WAS,IND,2013,1021300096299,15640,validated,,0,matched,playbyplayv2,1611661325,200673|201492|201913|203414|203416,complete,playbyplay_inferred,100646|201503|201919|202640|203406,complete,playbyplay_inferred
Shot Chart Detail,1021300096,326,203414,Nadirah McKenith,1611661322,Washington Mystics,3,1,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,36,1,0,20130721,WAS,IND,2013,1021300096326,16950,validated,,0,matched,playbyplayv2,1611661325,201913|203401|203414|203416|203437,complete,playbyplay_inferred,201919|202638|202640|203067|203406,complete,playbyplay_inferred
Shot Chart Detail,1021300096,348,203414,Nadirah McKenith,1611661322,Washington Mystics,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,38,-23,383,1,0,20130721,WAS,IND,2013,1021300096348,18000,validated,,0,matched,playbyplayv2,1611661325,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100646|201919|202638|203067|203406,complete,playbyplay_inferred
Shot Chart Detail,1021300096,386,203414,Nadirah McKenith,1611661322,Washington Mystics,4,6,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-177,142,1,1,20130721,WAS,IND,2013,1021300096386,20160,validated,201492,1,matched,playbyplayv2,1611661325,200673|201492|201913|203401|203414,complete,playbyplay_inferred,201503|201919|202638|202640|203406,complete,playbyplay_inferred
Shot Chart Detail,1021300096,426,203414,Nadirah McKenith,1611661322,Washington Mystics,4,3,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,20,1,1,20130721,WAS,IND,2013,1021300096426,21790,validated,,0,matched,playbyplayv2,1611661325,200673|201492|201518|203401|203414,complete,playbyplay_inferred,100646|201503|201896|201919|202640,complete,playbyplay_inferred
Shot Chart Detail,1021300100,92,203414,Nadirah McKenith,1611661322,Washington Mystics,1,1,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,140,203,1,0,20130724,WAS,CHI,2013,102130010092,5130,validated,,0,matched,playbyplayv2,1611661329,201913|203401|203414|203416|203437,complete,playbyplay_inferred,201477|202259|202314|202664|203399,complete,playbyplay_inferred
Shot Chart Detail,1021300106,121,203414,Nadirah McKenith,1611661322,Washington Mystics,2,8,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,149,31,1,0,20130731,WAS,NYL,2013,1021300106121,6940,validated,,0,matched,playbyplayv2,1611661313,201913|203401|203414|203416|203437,complete,playbyplay_inferred,101025|200665|202652|203404|203412,complete,playbyplay_inferred
Shot Chart Detail,1021300106,149,203414,Nadirah McKenith,1611661322,Washington Mystics,2,6,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,-11,1,1,20130731,WAS,NYL,2013,1021300106149,8190,validated,,0,matched,playbyplayv2,1611661313,201492|201913|203401|203414|203416,complete,playbyplay_inferred,100404|100888|200665|202652|203402,complete,playbyplay_inferred
Shot Chart Detail,1021300106,333,203414,Nadirah McKenith,1611661322,Washington Mystics,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,40,95,395,1,0,20130731,WAS,NYL,2013,1021300106333,18000,validated,,0,matched,playbyplayv2,1611661313,201913|203401|203414|203416|203437,complete,playbyplay_inferred,201507|202652|203019|203402|203404,complete,playbyplay_inferred
Shot Chart Detail,1021300111,109,203414,Nadirah McKenith,1611661322,Washington Mystics,2,8,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,4,1,1,20130802,CHI,WAS,2013,1021300111109,7180,validated,,0,matched,playbyplayv2,1611661329,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100721|201062|201516|202314|202664,complete,playbyplay_inferred
Shot Chart Detail,1021300111,111,203414,Nadirah McKenith,1611661322,Washington Mystics,2,7,29,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,-3,1,1,20130802,CHI,WAS,2013,1021300111111,7510,validated,203401,1,matched,playbyplayv2,1611661329,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100721|201062|201516|202314|202664,complete,playbyplay_inferred
Shot Chart Detail,1021300115,102,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-98,93,1,0,20130804,WAS,LAS,2013,1021300115102,5910,validated,,0,matched,playbyplayv2,1611661320,100729|201913|203401|203414|203437,complete,playbyplay_inferred,100928|201046|201889|202650|203407,complete,playbyplay_inferred
Shot Chart Detail,1021300115,112,203414,Nadirah McKenith,1611661322,Washington Mystics,2,9,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,125,211,1,0,20130804,WAS,LAS,2013,1021300115112,6180,validated,,0,matched,playbyplayv2,1611661320,100729|201913|203401|203414|203437,complete,playbyplay_inferred,100928|201889|201911|202650|203407,complete,playbyplay_inferred
Shot Chart Detail,1021300115,126,203414,Nadirah McKenith,1611661322,Washington Mystics,2,8,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,25,1,1,20130804,WAS,LAS,2013,1021300115126,6880,validated,,0,matched,playbyplayv2,1611661320,100729|200673|201492|201913|203414,complete,playbyplay_inferred,100928|201889|201911|202650|203407,complete,playbyplay_inferred
Shot Chart Detail,1021300115,156,203414,Nadirah McKenith,1611661322,Washington Mystics,2,6,3,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,30,1,1,20130804,WAS,LAS,2013,1021300115156,8370,validated,201492,1,matched,playbyplayv2,1611661320,200673|201492|201518|203414|203416,complete,playbyplay_inferred,100949|201046|201889|201911|203014,complete,playbyplay_inferred
Shot Chart Detail,1021300115,346,203414,Nadirah McKenith,1611661322,Washington Mystics,4,6,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,19,1,0,20130804,WAS,LAS,2013,1021300115346,19880,validated,,0,matched,playbyplayv2,1611661320,100729|201895|203401|203414|203416,complete,playbyplay_inferred,100949|201046|201889|202626|203014,complete,playbyplay_inferred
Shot Chart Detail,1021300115,355,203414,Nadirah McKenith,1611661322,Washington Mystics,4,5,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,144,104,1,1,20130804,WAS,LAS,2013,1021300115355,20490,validated,,0,matched,playbyplayv2,1611661320,100729|201895|203401|203414|203416,complete,playbyplay_inferred,100949|201046|202626|202650|203014,complete,playbyplay_inferred
Shot Chart Detail,1021300115,373,203414,Nadirah McKenith,1611661322,Washington Mystics,4,4,49,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,12,1,0,20130804,WAS,LAS,2013,1021300115373,21110,validated,,0,matched,playbyplayv2,1611661320,201056|201518|201895|203414|203416,complete,playbyplay_inferred,100928|201911|202626|202650|203407,complete,playbyplay_inferred
Shot Chart Detail,1021300115,376,203414,Nadirah McKenith,1611661322,Washington Mystics,4,4,33,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,37,15,1,0,20130804,WAS,LAS,2013,1021300115376,21270,validated,,0,matched,playbyplayv2,1611661320,201056|201518|201895|203414|203416,complete,playbyplay_inferred,100928|201911|202626|202650|203407,complete,playbyplay_inferred
Shot Chart Detail,1021300118,279,203414,Nadirah McKenith,1611661322,Washington Mystics,3,4,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-155,186,1,1,20130806,NYL,WAS,2013,1021300118279,15260,validated,201518,1,matched,playbyplayv2,1611661313,201492|201518|201913|203414|203437,complete,playbyplay_inferred,100404|100888|101025|200665|202652,complete,playbyplay_inferred
Shot Chart Detail,1021300118,471,203414,Nadirah McKenith,1611661322,Washington Mystics,4,0,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,23,1,1,20130806,NYL,WAS,2013,1021300118471,23780,validated,,0,matched,playbyplayv2,1611661313,201518|203401|203414|203416|203437,complete,playbyplay_inferred,100404|100888|101025|200665|202652,complete,playbyplay_inferred
Shot Chart Detail,1021300118,484,203414,Nadirah McKenith,1611661322,Washington Mystics,4,0,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,100,149,1,1,20130806,NYL,WAS,2013,1021300118484,23960,validated,,0,matched,playbyplayv2,1611661313,201518|203401|203414|203416|203437,complete,playbyplay_inferred,100404|100888|200665|201507|202652,complete,playbyplay_inferred
Shot Chart Detail,1021300124,79,203414,Nadirah McKenith,1611661322,Washington Mystics,1,1,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,23,222,63,1,0,20130808,MIN,WAS,2013,102130012479,5230,validated,,0,matched,playbyplayv2,1611661324,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100915|100944|200671|202257|203016,complete,playbyplay_inferred
Shot Chart Detail,1021300124,295,203414,Nadirah McKenith,1611661322,Washington Mystics,3,0,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-218,22,1,0,20130808,MIN,WAS,2013,1021300124295,17660,validated,,0,matched,playbyplayv2,1611661324,201492|201913|203414|203416|203437,complete,playbyplay_inferred,200671|202257|202632|203016|203411,complete,playbyplay_inferred
Shot Chart Detail,1021300130,87,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,39,53,391,1,1,20130811,WAS,CON,2013,102130013087,6000,validated,,0,matched,playbyplayv2,1611661323,200673|201913|203401|203414|203416,complete,playbyplay_inferred,101020|200691|202250|202255|203408,complete,playbyplay_inferred
Shot Chart Detail,1021300140,97,203414,Nadirah McKenith,1611661322,Washington Mystics,2,7,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-149,190,1,0,20130816,NYL,WAS,2013,102130014097,7330,validated,,0,matched,playbyplayv2,1611661313,100729|203401|203414|203416|203437,complete,playbyplay_inferred,100396|100404|101025|201507|202652,complete,playbyplay_inferred
Shot Chart Detail,1021300140,108,203414,Nadirah McKenith,1611661322,Washington Mystics,2,6,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,31,1,0,20130816,NYL,WAS,2013,1021300140108,7920,validated,,0,matched,playbyplayv2,1611661313,100729|203401|203414|203416|203437,complete,playbyplay_inferred,100396|100404|101025|201507|202652,complete,playbyplay_inferred
Shot Chart Detail,1021300145,78,203414,Nadirah McKenith,1611661322,Washington Mystics,1,2,28,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,3,1,1,20130818,ATL,WAS,2013,102130014578,4520,validated,203401,1,matched,playbyplayv2,1611661330,200673|201913|203401|203414|203416,complete,playbyplay_inferred,100812|201048|201881|203026|203410,complete,playbyplay_inferred
Shot Chart Detail,1021300145,81,203414,Nadirah McKenith,1611661322,Washington Mystics,1,2,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,32,241,1,0,20130818,ATL,WAS,2013,102130014581,4770,validated,,0,matched,playbyplayv2,1611661330,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100812|201048|201881|203026|203410,complete,playbyplay_inferred
Shot Chart Detail,1021300145,110,203414,Nadirah McKenith,1611661322,Washington Mystics,1,0,1,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,31,1,0,20130818,ATL,WAS,2013,1021300145110,5990,validated,,0,matched,playbyplayv2,1611661330,201913|203401|203414|203416|203437,complete,playbyplay_inferred,100812|201048|201881|203026|203410,complete,playbyplay_inferred
