GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1022100002,526,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,1,13,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-57,115,1,0,20210514,ATL,CON,2021,1022100002526,23270,validated,,0,matched,playbyplayv2,1611661330,201886|201896|1627673|1630096|1630453,complete,playbyplay_inferred,203824|204325|1627675|1628881|1630150,complete,playbyplay_inferred
Shot Chart Detail,1022100022,210,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,200,201,1,0,20210523,LVA,CON,2021,1022100022210,9600,validated,,0,matched,playbyplayv2,1611661319,201886|202662|1627673|1629567|1630096,complete,playbyplay_inferred,202633|203029|203833|204324|1630435,complete,playbyplay_inferred
Shot Chart Detail,1022100022,229,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,2,32,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,28,1,0,20210523,LVA,CON,2021,1022100022229,10480,validated,,0,matched,playbyplayv2,1611661319,201886|202662|1627673|1629567|1630096,complete,playbyplay_inferred,203029|203833|204324|1628932|1630435,complete,playbyplay_inferred
Shot Chart Detail,1022100026,340,1630096,DiJonai Carrington,1611661323,Connecticut Sun,3,2,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,15,1,0,20210525,SEA,CON,2021,1022100026340,16430,validated,,0,matched,playbyplayv2,1611661328,202662|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,100720|204319|1627668|1628886|1629496,complete,playbyplay_inferred
Shot Chart Detail,1022100026,518,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,15,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,2,1,1,20210525,SEA,CON,2021,1022100026518,23850,validated,201886,1,matched,playbyplayv2,1611661328,201886|202662|1627673|1628280|1630096,complete,playbyplay_inferred,100720|203855|204319|1627668|1628920,complete,playbyplay_inferred
Shot Chart Detail,1022100029,56,1630096,DiJonai Carrington,1611661323,Connecticut Sun,1,5,12,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,7,1,1,20210528,CON,WAS,2021,102210002956,2880,validated,1628280,1,matched,playbyplayv2,1611661322,201896|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,202250|204333|1628282|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1022100029,65,1630096,DiJonai Carrington,1611661323,Connecticut Sun,1,4,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,185,1,1,20210528,CON,WAS,2021,102210002965,3250,validated,1628280,1,matched,playbyplayv2,1611661322,201896|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,202250|204333|1628282|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1022100029,94,1630096,DiJonai Carrington,1611661323,Connecticut Sun,1,2,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,12,1,1,20210528,CON,WAS,2021,102210002994,4720,validated,1627673,1,matched,playbyplayv2,1611661322,201896|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,201507|202250|204333|1628286|1628878,complete,playbyplay_inferred
Shot Chart Detail,1022100029,159,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,8,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,8,1,1,20210528,CON,WAS,2021,1022100029159,7180,validated,,0,matched,playbyplayv2,1611661322,201886|202662|1627673|1629567|1630096,complete,playbyplay_inferred,201507|201919|1628282|1628286|1628899,complete,playbyplay_inferred
Shot Chart Detail,1022100029,449,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,7,15,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,6,1,0,20210528,CON,WAS,2021,1022100029449,19650,validated,,0,matched,playbyplayv2,1611661322,201886|202662|1627673|1629567|1630096,complete,playbyplay_inferred,201507|202250|204333|1628286|1628878,complete,playbyplay_inferred
Shot Chart Detail,1022100029,486,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,3,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,218,128,1,0,20210528,CON,WAS,2021,1022100029486,22190,validated,,0,matched,playbyplayv2,1611661322,201886|202662|1628280|1629567|1630096,complete,playbyplay_inferred,201507|202250|204333|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1022100037,89,1630096,DiJonai Carrington,1611661323,Connecticut Sun,1,2,35,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,31,47,1,1,20210530,MIN,CON,2021,102210003789,4450,validated,,0,matched,playbyplayv2,1611661324,201886|202662|1627673|1628280|1630096,complete,playbyplay_inferred,203024|203406|203825|203831|1629524,complete,playbyplay_inferred
Shot Chart Detail,1022100037,98,1630096,DiJonai Carrington,1611661323,Connecticut Sun,1,2,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,-16,1,1,20210530,MIN,CON,2021,102210003798,4740,validated,1629567,1,matched,playbyplayv2,1611661324,201896|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,203024|203406|203825|203831|1629524,complete,playbyplay_inferred
Shot Chart Detail,1022100038,125,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,9,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,108,217,1,0,20210601,CON,LVA,2021,1022100038125,6540,validated,,0,matched,playbyplayv2,1611661319,202662|1627673|1629567|1630096|1630120,complete,playbyplay_inferred,202633|203029|204324|1628917|1630435,complete,playbyplay_inferred
Shot Chart Detail,1022100049,139,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,8,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,23,-228,39,1,1,20210605,CON,NYL,2021,1022100049139,7040,validated,1629567,1,matched,playbyplayv2,1611661313,202662|1627673|1629492|1629567|1630096,complete,playbyplay_inferred,204296|204329|1629477|1630119|1630127,complete,playbyplay_inferred
Shot Chart Detail,1022100049,166,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,5,38,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,23,1,0,20210605,CON,NYL,2021,1022100049166,8620,validated,,0,matched,playbyplayv2,1611661313,202662|1627673|1629492|1629567|1630096,complete,playbyplay_inferred,204296|204329|204335|1629477|1630119,complete,playbyplay_inferred
Shot Chart Detail,1022100049,370,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,9,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,223,145,1,0,20210605,CON,NYL,2021,1022100049370,18320,validated,,0,matched,playbyplayv2,1611661313,202662|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,204296|204329|1630119|1630127|1630446,complete,playbyplay_inferred
Shot Chart Detail,1022100049,394,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,7,55,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,22,128,1,0,20210605,CON,NYL,2021,1022100049394,19250,validated,,0,matched,playbyplayv2,1611661313,202662|1628280|1629567|1630096|1630120,complete,playbyplay_inferred,204296|204329|1630119|1630127|1630446,complete,playbyplay_inferred
Shot Chart Detail,1022100049,438,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,4,58,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-28,-3,1,0,20210605,CON,NYL,2021,1022100049438,21020,validated,,0,matched,playbyplayv2,1611661313,202662|1628280|1629567|1630096|1630120,complete,playbyplay_inferred,204296|204335|1629477|1630127|1630446,complete,playbyplay_inferred
Shot Chart Detail,1022100049,489,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,1,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,28,1,0,20210605,CON,NYL,2021,1022100049489,23250,validated,,0,matched,playbyplayv2,1611661313,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,204296|1630119|1630127|1630446|1630459,complete,playbyplay_inferred
Shot Chart Detail,1022100049,500,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,21,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,21,1,0,20210605,CON,NYL,2021,1022100049500,23790,validated,,0,matched,playbyplayv2,1611661313,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,204296|1630119|1630127|1630446|1630459,complete,playbyplay_inferred
Shot Chart Detail,1022100061,9,1630096,DiJonai Carrington,1611661323,Connecticut Sun,1,9,27,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,18,1,0,20210613,CON,SEA,2021,10221000619,330,validated,,0,matched,playbyplayv2,1611661328,201886|201896|202662|1628280|1630096,complete,playbyplay_inferred,100720|204319|1627668|1628920|1629478,complete,playbyplay_inferred
Shot Chart Detail,1022100061,42,1630096,DiJonai Carrington,1611661323,Connecticut Sun,1,5,16,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-9,1,1,20210613,CON,SEA,2021,102210006142,2840,validated,,0,matched,playbyplayv2,1611661328,201886|201896|202662|1628280|1630096,complete,playbyplay_inferred,100720|204319|1627668|1628920|1629478,complete,playbyplay_inferred
Shot Chart Detail,1022100061,262,1630096,DiJonai Carrington,1611661323,Connecticut Sun,3,9,16,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,15,1,0,20210613,CON,SEA,2021,1022100061262,12440,validated,,0,matched,playbyplayv2,1611661328,201886|201896|202662|1628280|1630096,complete,playbyplay_inferred,100720|204319|1627668|1628920|1629478,complete,playbyplay_inferred
Shot Chart Detail,1022100061,450,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,3,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-39,264,1,0,20210613,CON,SEA,2021,1022100061450,21840,validated,,0,matched,playbyplayv2,1611661328,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,200676|1628886|1629496|1629568|1630461,complete,playbyplay_inferred
Shot Chart Detail,1022100061,457,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,3,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,217,82,1,0,20210613,CON,SEA,2021,1022100061457,22170,validated,,0,matched,playbyplayv2,1611661328,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,200676|1628886|1629496|1629568|1630461,complete,playbyplay_inferred
Shot Chart Detail,1022100061,475,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,39,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,15,1,1,20210613,CON,SEA,2021,1022100061475,23610,validated,,0,matched,playbyplayv2,1611661328,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,200676|1628886|1629496|1629568|1630461,complete,playbyplay_inferred
Shot Chart Detail,1022100061,479,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,4,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,19,46,1,0,20210613,CON,SEA,2021,1022100061479,23960,validated,,0,matched,playbyplayv2,1611661328,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,200676|1628886|1629496|1629568|1630461,complete,playbyplay_inferred
Shot Chart Detail,1022100090,529,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,56,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,0,1,1,20210627,CON,CHI,2021,1022100090529,23440,validated,,0,matched,playbyplayv2,1611661329,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,201516|1628882|1628922|1630113|1630389,complete,playbyplay_inferred
Shot Chart Detail,1022100097,538,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,1,2,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,11,1,0,20210701,IND,CON,2021,1022100097538,23380,validated,,0,matched,playbyplayv2,1611661325,201886|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,202650|202658|1627676|1628909|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100097,542,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,34,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-22,1,0,20210701,IND,CON,2021,1022100097542,23660,validated,,0,matched,playbyplayv2,1611661325,201886|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,202650|202658|1627676|1628909|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100097,544,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,29,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-5,1,0,20210701,IND,CON,2021,1022100097544,23710,validated,,0,matched,playbyplayv2,1611661325,201886|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,202650|202658|1627676|1628909|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100102,342,1630096,DiJonai Carrington,1611661323,Connecticut Sun,3,3,45,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,12,1,0,20210703,IND,CON,2021,1022100102342,15750,validated,,0,matched,playbyplayv2,1611661325,1627673|1628280|1629567|1630096|1630097,complete,playbyplay_inferred,202650|202658|1627676|1628909|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100102,378,1630096,DiJonai Carrington,1611661323,Connecticut Sun,3,1,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,-12,1,1,20210703,IND,CON,2021,1022100102378,17050,validated,1630097,1,matched,playbyplayv2,1611661325,1628280|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,202638|202658|1628909|1628927|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100102,395,1630096,DiJonai Carrington,1611661323,Connecticut Sun,3,0,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,15,1,0,20210703,IND,CON,2021,1022100102395,17860,validated,,0,matched,playbyplayv2,1611661325,1628280|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,202638|202658|1627676|1628927|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100102,399,1630096,DiJonai Carrington,1611661323,Connecticut Sun,3,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,69,11,694,1,0,20210703,IND,CON,2021,1022100102399,18000,validated,,0,matched,playbyplayv2,1611661325,1628280|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,202638|202658|1627676|1628927|1629479,complete,playbyplay_inferred
Shot Chart Detail,1022100116,364,1630096,DiJonai Carrington,1611661323,Connecticut Sun,3,1,12,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-22,38,1,0,20210711,NYL,CON,2021,1022100116364,17280,validated,,0,matched,playbyplayv2,1611661313,1627673|1629492|1629567|1630096|1630097,complete,playbyplay_inferred,1628244|1630119|1630131|1630446|1630459,complete,playbyplay_inferred
Shot Chart Detail,1022100116,386,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,9,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,13,1,1,20210711,NYL,CON,2021,1022100116386,18600,validated,,0,matched,playbyplayv2,1611661313,1627673|1629492|1629567|1630096|1630097,complete,playbyplay_inferred,1628244|1630119|1630131|1630446|1630459,complete,playbyplay_inferred
Shot Chart Detail,1022100116,431,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,5,8,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,139,203,1,1,20210711,NYL,CON,2021,1022100116431,20920,validated,1628280,1,matched,playbyplayv2,1611661313,201896|1627673|1628280|1630096|1630097,complete,playbyplay_inferred,1628244|1630119|1630131|1630446|1630459,complete,playbyplay_inferred
Shot Chart Detail,1022100116,490,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,59,235,1,0,20210711,NYL,CON,2021,1022100116490,23410,validated,,0,matched,playbyplayv2,1611661313,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,204334|1630119|1630127|1630446|1630459,complete,playbyplay_inferred
Shot Chart Detail,1022100143,168,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,6,53,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,0,20210824,CON,LVA,2021,1022100143168,7870,validated,,0,matched,playbyplayv2,1611661319,201896|1627673|1628280|1629567|1630096,complete,playbyplay_inferred,202633|203029|1628276|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022100143,186,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,5,20,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,7,1,1,20210824,CON,LVA,2021,1022100143186,8800,validated,202662,1,matched,playbyplayv2,1611661319,201896|202662|1627673|1628280|1630096,complete,playbyplay_inferred,202633|203833|1628276|1628932|1629498,complete,playbyplay_inferred
Shot Chart Detail,1022100152,150,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,9,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,25,1,1,20210828,CON,LAS,2021,1022100152150,6300,validated,,0,matched,playbyplayv2,1611661320,1627673|1628280|1629567|1630096|1630097,complete,playbyplay_inferred,203014|204365|1628269|1630099|1630441,complete,playbyplay_inferred
Shot Chart Detail,1022100152,160,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,8,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-164,267,1,0,20210828,CON,LAS,2021,1022100152160,7010,validated,,0,matched,playbyplayv2,1611661320,1627673|1628280|1629567|1630096|1630097,complete,playbyplay_inferred,203014|204365|1628269|1630099|1630441,complete,playbyplay_inferred
Shot Chart Detail,1022100152,530,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,10,1,1,20210828,CON,LAS,2021,1022100152530,23660,validated,,0,matched,playbyplayv2,1611661320,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,1628269|1628279|1630099|1630100|1630441,complete,playbyplay_inferred
Shot Chart Detail,1022100152,536,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,16,1,0,20210828,CON,LAS,2021,1022100152536,23940,validated,,0,matched,playbyplayv2,1611661320,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,1628269|1628279|1630099|1630100|1630441,complete,playbyplay_inferred
Shot Chart Detail,1022100156,255,1630096,DiJonai Carrington,1611661323,Connecticut Sun,2,1,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,14,1,0,20210831,WAS,CON,2021,1022100156255,10960,validated,,0,matched,playbyplayv2,1611661322,201896|202662|1627673|1628280|1630096,complete,playbyplay_inferred,204333|1628278|1628286|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1022100156,479,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,2,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-226,90,1,0,20210831,WAS,CON,2021,1022100156479,22260,validated,,0,matched,playbyplayv2,1611661322,1627673|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,201919|1628278|1628282|1628878|1628899,complete,playbyplay_inferred
Shot Chart Detail,1022100156,509,1630096,DiJonai Carrington,1611661323,Connecticut Sun,4,0,26,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,37,1,0,20210831,WAS,CON,2021,1022100156509,23740,validated,,0,matched,playbyplayv2,1611661322,1629492|1629567|1630096|1630097|1630120,complete,playbyplay_inferred,201507|201919|1628278|1628282|1629484,complete,playbyplay_inferred
